county,place,lat,lon
Whatcom,Whatcom County Courthouse (Parking Lot),48.753281,-122.480247
Whatcom,Whatcom County Courthouse (Rotunda),48.7547760204851,-122.479942576111
Whatcom,WWU - Red Square,48.736499,-122.48559
Whatcom,WWU - Wade King,48.731288,-122.488517
Whitman,Alley behind Whitman County Elections Center,46.883059,-117.364009
Whitman,Garfield,47.009053,-117.141814
Whitman,In front of Oakesdale Library,47.1282131,-117.24257
Whitman,Paradise #1,46.728984,-117.180415
Whitman,Paradise #2,46.728984,-117.180415
Whitman,Rosauers Parking lot,46.739635,-117.173884
Whitman,St John,47.0920241,-117.5800064
Yakima,24 hour ballot return - East Martin Luther King Jr Blvd,46.6048,-120.505
Yakima,24 hour ballot return - S 8th St & Edison Ave (by Sunnyside Fire Department),46.3234,-120.01
Yakima,24 hour ballot return - Yakama Nation Main Agency Offices,46.3755,-120.34
Yakima,Grandview City Hall,46.2552,-119.904
Yakima,Granger City Hall,46.3416,-120.195
Yakima,Harrah Town Hall,46.4038,-120.544
Yakima,Mabton City Hall,46.213,-119.997
Yakima,Moxee City Hall,46.5565,-120.392
Yakima,Naches Town Hall,46.7311,-120.699
Yakima,Neighborhood Health Sunnyside,46.333218,-120.020686
Yakima,Parker,46.5017157,-120.4680149385
Yakima,PNWU,46.603955,-120.459246
Yakima,Selah City Hall,46.6543,-120.531
Yakima,Tieton City Hall,46.7028,-120.755
Yakima,Toppenish City Hall,46.3751,-120.311
Yakima,Union Gap City Hall,46.5575,-120.477
Yakima,Wapato,46.445699,-120.418117
Yakima,White Swan,46.383458,-120.730429
Yakima,Yakima County Courthouse Security Station,46.6044,-120.506
Yakima,Yakima County Election Office,46.6044,-120.506
Yakima,Zillah City Hall,46.4023,-120.262
